id,sequence
fsem0_sx298,裚
fsem0_sx388,裚
majc0_si1946,裚
majc0_si2095,裚
majc0_si835,裚
majc0_sx115,裚
majc0_sx205,裚
majc0_sx295,裚
majc0_sx385,裚
mbdg0_si1463,裚
mbdg0_si2093,裚
mbdg0_si833,裚
mbdg0_sx113,裚
mbdg0_sx203,裚
mbdg0_sx293,裚
mbdg0_sx383,裚
mbns0_si1220,裚
mbns0_si1850,裚
mbns0_si590,裚
mbns0_sx140,裚
mbns0_sx230,裚
mbns0_sx320,裚
mbns0_sx410,裚
mbns0_sx50,裚
mbwm0_si1304,裚
mbwm0_si1934,裚
mbwm0_si674,裚
mbwm0_sx134,裚
mbwm0_sx224,裚
mbwm0_sx314,裚
mbwm0_sx404,裚
mcsh0_si1549,裚
mcsh0_si2179,裚
mcsh0_si919,裚
mcsh0_sx109,裚
mcsh0_sx199,裚
mcsh0_sx289,裚
mcsh0_sx379,裚
mdlf0_si1583,裚
mdlf0_si2213,裚
mdlf0_si953,裚
mdlf0_sx143,裚
mdlf0_sx233,裚
mdlf0_sx323,裚
mdlf0_sx413,裚
mdlf0_sx53,裚
mdls0_si1628,裚
mdls0_si2258,裚
mdls0_si998,裚
mdls0_sx188,裚
mdls0_sx278,裚
mdls0_sx368,裚
mdls0_sx98,裚
mdvc0_si2174,裚
mdvc0_si2196,裚
mdvc0_si936,裚
mdvc0_sx126,裚
mdvc0_sx216,裚
mdvc0_sx306,裚
mdvc0_sx396,裚
mers0_si1019,裚
mers0_si1649,裚
mers0_si497,裚
mers0_sx119,裚
mers0_sx209,裚
mers0_sx299,裚
mers0_sx389,裚
mgjf0_si1901,裚
mgjf0_si641,裚
mgjf0_si776,裚
mgjf0_sx101,裚
mgjf0_sx191,裚
mgjf0_sx281,裚
mgjf0_sx371,裚
mglb0_si1534,裚
mglb0_si2164,裚
mglb0_si904,裚
mglb0_sx184,裚
mglb0_sx274,裚
mglb0_sx364,裚
mglb0_sx94,裚
mgwt0_si1539,裚
mgwt0_si2169,裚
mgwt0_si909,裚
mgwt0_sx189,裚
mgwt0_sx279,裚
mgwt0_sx369,裚
mgwt0_sx99,裚
mjar0_si1988,裚
mjar0_si2247,裚
mjar0_si728,裚
mjar0_sx188,裚
mjar0_sx278,裚
mjar0_sx368,裚
mjar0_sx98,裚
mjfc0_si1033,裚
mjfc0_si1663,裚
mjfc0_si2293,裚
mjfc0_sx133,裚
mjfc0_sx223,裚
mjfc0_sx313,裚
mjfc0_sx403,裚
mjsw0_si1010,裚
mjsw0_si1640,裚
mjsw0_si2270,裚
mjsw0_sx110,裚
mjsw0_sx200,裚
mjsw0_sx290,裚
mjsw0_sx380,裚
mmdb1_si1625,裚
mmdb1_si2255,裚
mmdb1_si995,裚
mmdb1_sx185,裚
mmdb1_sx275,裚
mmdb1_sx365,裚
mmdb1_sx95,裚
mmdm2_si1452,裚
mmdm2_si1555,裚
mmdm2_si2082,裚
mmdm2_sx102,裚
mmdm2_sx192,裚
mmdm2_sx282,裚
mmdm2_sx372,裚
mmjr0_si1648,裚
mmjr0_si2166,裚
mmjr0_si2278,裚
mmjr0_sx118,裚
mmjr0_sx208,裚
mmjr0_sx298,裚
mmjr0_sx388,裚
mmwh0_si1089,裚
mmwh0_si1301,裚
mmwh0_si459,裚
mmwh0_sx189,裚
mmwh0_sx279,裚
mmwh0_sx369,裚
mmwh0_sx99,裚
mpdf0_si1542,裚
mpdf0_si2172,裚
mpdf0_si912,裚
mpdf0_sx102,裚
mpdf0_sx192,裚
mpdf0_sx282,裚
mpdf0_sx372,裚
mrcs0_si1223,裚
mrcs0_si1853,裚
mrcs0_si593,裚
mrcs0_sx143,裚
mrcs0_sx233,裚
mrcs0_sx323,裚
mrcs0_sx413,裚
mrcs0_sx53,裚
mreb0_si1375,裚
mreb0_si2005,裚
mreb0_si745,裚
mreb0_sx115,裚
mreb0_sx205,裚
mreb0_sx295,裚
mreb0_sx385,裚
mrjm4_si1489,裚
mrjm4_si2119,裚
mrjm4_si859,裚
mrjm4_sx139,裚
mrjm4_sx229,裚
mrjm4_sx319,裚
mrjm4_sx409,裚
mrjm4_sx49,裚
mrjr0_si1182,裚
mrjr0_si1812,裚
mrjr0_si2313,裚
mrjr0_sx102,裚
mrjr0_sx192,裚
mrjr0_sx282,裚
mrjr0_sx372,裚
mroa0_si1307,裚
mroa0_si1970,裚
mroa0_si677,裚
mroa0_sx137,裚
mroa0_sx227,裚
mroa0_sx317,裚
mroa0_sx407,裚
mroa0_sx47,裚
mrtk0_si1093,裚
mrtk0_si1723,裚
mrtk0_si1750,裚
mrtk0_sx103,裚
mrtk0_sx193,裚
mrtk0_sx283,裚
mrtk0_sx373,裚
mrws1_si1130,裚
mrws1_si1496,裚
mrws1_si500,裚
mrws1_sx140,裚
mrws1_sx230,裚
mrws1_sx320,裚
mrws1_sx410,裚
mrws1_sx50,裚
mtaa0_si1285,裚
mtaa0_si1915,裚
mtaa0_si596,裚
mtaa0_sx115,裚
mtaa0_sx205,裚
mtaa0_sx295,裚
mtaa0_sx385,裚
mtdt0_si1994,裚
mtdt0_si2254,裚
mtdt0_si994,裚
mtdt0_sx184,裚
mtdt0_sx274,裚
mtdt0_sx364,裚
mtdt0_sx94,裚
mteb0_si1133,裚
mteb0_si2064,裚
mteb0_si503,裚
mteb0_sx143,裚
mteb0_sx233,裚
mteb0_sx323,裚
mteb0_sx413,裚
mteb0_sx53,裚
mthc0_si1015,裚
mthc0_si1645,裚
mthc0_si2275,裚
mthc0_sx115,裚
mthc0_sx205,裚
mthc0_sx295,裚
mthc0_sx385,裚
mwjg0_si1124,裚
mwjg0_si1754,裚
mwjg0_si494,裚
mwjg0_sx134,裚
mwjg0_sx224,裚
mwjg0_sx314,裚
mwjg0_sx404,裚
fdhc0_si1559,裚
fdhc0_si2189,裚
fdhc0_si929,裚
fdhc0_sx119,裚
fdhc0_sx209,裚
fdhc0_sx299,裚
fdhc0_sx389,裚
felc0_si1386,裚
felc0_si2016,裚
felc0_si756,裚
felc0_sx126,裚
felc0_sx216,裚
felc0_sx306,裚
felc0_sx396,裚
fjlm0_si1043,裚
fjlm0_si1673,裚
fjlm0_si2303,裚
fjlm0_sx143,裚
fjlm0_sx233,裚
fjlm0_sx323,裚
fjlm0_sx413,裚
fjlm0_sx53,裚
fmgd0_si1564,裚
fmgd0_si2194,裚
fmgd0_si934,裚
fmgd0_sx124,裚
fmgd0_sx214,裚
fmgd0_sx304,裚
fmgd0_sx394,裚
fmld0_si2185,裚
fmld0_si822,裚
fmld0_si925,裚
fmld0_sx115,裚
fmld0_sx205,裚
fmld0_sx295,裚
fmld0_sx385,裚
fnlp0_si1308,裚
fnlp0_si1938,裚
fnlp0_si678,裚
fnlp0_sx138,裚
fnlp0_sx228,裚
fnlp0_sx318,裚
fnlp0_sx408,裚
fnlp0_sx48,裚
fpas0_si1272,裚
fpas0_si2204,裚
fpas0_si944,裚
fpas0_sx134,裚
fpas0_sx224,裚
fpas0_sx314,裚
fpas0_sx404,裚
fpkt0_si1538,裚
fpkt0_si2168,裚
fpkt0_si908,裚
fpkt0_sx188,裚
fpkt0_sx278,裚
fpkt0_sx368,裚
fpkt0_sx98,裚
mbpm0_si1577,裚
mbpm0_si1584,裚
mbpm0_si947,裚
mbpm0_sx137,裚
mbpm0_sx227,裚
mbpm0_sx317,裚
mbpm0_sx407,裚
mbpm0_sx47,裚
mcmj0_si1094,裚
mcmj0_si464,裚
mcmj0_si602,裚
mcmj0_sx104,裚
mcmj0_sx194,裚
mcmj0_sx284,裚
mcmj0_sx374,裚
mdab0_si1039,裚
mdab0_si1669,裚
mdab0_si2299,裚
mdab0_sx139,裚
mdab0_sx229,裚
mdab0_sx319,裚
mdab0_sx409,裚
mdab0_sx49,裚
mgrt0_si1450,裚
mgrt0_si2080,裚
mgrt0_si820,裚
mgrt0_sx100,裚
mgrt0_sx190,裚
mgrt0_sx280,裚
mgrt0_sx370,裚
mjdh0_si1354,裚
mjdh0_si1984,裚
mjdh0_si724,裚
mjdh0_sx184,裚
mjdh0_sx274,裚
mjdh0_sx364,裚
mjdh0_sx94,裚
mjln0_si1449,裚
mjln0_si2079,裚
mjln0_si819,裚
mjln0_sx189,裚
mjln0_sx279,裚
mjln0_sx369,裚
mjln0_sx99,裚
mjmp0_si1535,裚
mjmp0_si1791,裚
mjmp0_si905,裚
mjmp0_sx185,裚
mjmp0_sx275,裚
mjmp0_sx365,裚
mjmp0_sx95,裚
mklt0_si1213,裚
mklt0_si1843,裚
mklt0_si583,裚
mklt0_sx133,裚
mklt0_sx223,裚
mklt0_sx313,裚
mklt0_sx403,裚
mlll0_si1363,裚
mlll0_si1993,裚
mlll0_si733,裚
mlll0_sx103,裚
mlll0_sx193,裚
mlll0_sx283,裚
mlll0_sx373,裚
mlnt0_si1574,裚
mlnt0_si1902,裚
mlnt0_si642,裚
mlnt0_sx102,裚
mlnt0_sx192,裚
mlnt0_sx282,裚
mlnt0_sx372,裚
mnjm0_si1580,裚
mnjm0_si2210,裚
mnjm0_si950,裚
mnjm0_sx140,裚
mnjm0_sx230,裚
mnjm0_sx320,裚
mnjm0_sx410,裚
mnjm0_sx50,裚
mpam0_si1189,裚
mpam0_si1819,裚
mpam0_si1961,裚
mpam0_sx109,裚
mpam0_sx199,裚
mpam0_sx289,裚
mpam0_sx379,裚
mtas1_si1473,裚
mtas1_si2098,裚
mtas1_si838,裚
mtas1_sx118,裚
mtas1_sx208,裚
mtas1_sx298,裚
mtas1_sx388,裚
mtls0_si1370,裚
mtls0_si2000,裚
mtls0_si740,裚
mtls0_sx110,裚
mtls0_sx200,裚
mtls0_sx290,裚
mtls0_sx380,裚
mwbt0_si1553,裚
mwbt0_si2183,裚
mwbt0_si923,裚
mwbt0_sx113,裚
mwbt0_sx203,裚
mwbt0_sx293,裚
mwbt0_sx383,裚
mwew0_si1361,裚
mwew0_si1991,裚
mwew0_si731,裚
mwew0_sx101,裚
mwew0_sx191,裚
mwew0_sx281,裚
mwew0_sx371,裚
