id,sequence
fkms0_sx230,痲
fkms0_sx320,痲
fkms0_sx410,痲
fkms0_sx50,痲
fmah0_si1289,痲
fmah0_si1919,痲
fmah0_si659,痲
fmah0_sx119,痲
fmah0_sx209,痲
fmah0_sx299,痲
fmah0_sx389,痲
fmml0_si1040,痲
fmml0_si1670,痲
fmml0_si2300,痲
fmml0_sx140,痲
fmml0_sx230,痲
fmml0_sx320,痲
fmml0_sx410,痲
fmml0_sx50,痲
fnmr0_si1399,痲
fnmr0_si2029,痲
fnmr0_si769,痲
fnmr0_sx139,痲
fnmr0_sx229,痲
fnmr0_sx319,痲
fnmr0_sx409,痲
fnmr0_sx49,痲
frew0_si1030,痲
frew0_si1280,痲
frew0_si1910,痲
frew0_sx110,痲
frew0_sx200,痲
frew0_sx290,痲
frew0_sx380,痲
fsem0_si1198,痲
fsem0_si1828,痲
fsem0_si568,痲
fsem0_sx118,痲
fsem0_sx208,痲
fsem0_sx298,痲
fsem0_sx388,痲
majc0_si1946,痲
majc0_si2095,痲
majc0_si835,痲
majc0_sx115,痲
majc0_sx205,痲
majc0_sx295,痲
majc0_sx385,痲
mbdg0_si1463,痲
mbdg0_si2093,痲
mbdg0_si833,痲
mbdg0_sx113,痲
mbdg0_sx203,痲
mbdg0_sx293,痲
mbdg0_sx383,痲
mbns0_si1220,痲
mbns0_si1850,痲
mbns0_si590,痲
mbns0_sx140,痲
mbns0_sx230,痲
mbns0_sx320,痲
mbns0_sx410,痲
mbns0_sx50,痲
mbwm0_si1304,痲
mbwm0_si1934,痲
mbwm0_si674,痲
mbwm0_sx134,痲
mbwm0_sx224,痲
mbwm0_sx314,痲
mbwm0_sx404,痲
mcsh0_si1549,痲
mcsh0_si2179,痲
mcsh0_si919,痲
mcsh0_sx109,痲
mcsh0_sx199,痲
mcsh0_sx289,痲
mcsh0_sx379,痲
mdlf0_si1583,痲
mdlf0_si2213,痲
mdlf0_si953,痲
mdlf0_sx143,痲
mdlf0_sx233,痲
mdlf0_sx323,痲
mdlf0_sx413,痲
mdlf0_sx53,痲
mdls0_si1628,痲
mdls0_si2258,痲
mdls0_si998,痲
mdls0_sx188,痲
mdls0_sx278,痲
mdls0_sx368,痲
mdls0_sx98,痲
mdvc0_si2174,痲
mdvc0_si2196,痲
mdvc0_si936,痲
mdvc0_sx126,痲
mdvc0_sx216,痲
mdvc0_sx306,痲
mdvc0_sx396,痲
mers0_si1019,痲
mers0_si1649,痲
mers0_si497,痲
mers0_sx119,痲
mers0_sx209,痲
mers0_sx299,痲
mers0_sx389,痲
mgjf0_si1901,痲
mgjf0_si641,痲
mgjf0_si776,痲
mgjf0_sx101,痲
mgjf0_sx191,痲
mgjf0_sx281,痲
mgjf0_sx371,痲
mglb0_si1534,痲
mglb0_si2164,痲
mglb0_si904,痲
mglb0_sx184,痲
mglb0_sx274,痲
mglb0_sx364,痲
mglb0_sx94,痲
mgwt0_si1539,痲
mgwt0_si2169,痲
mgwt0_si909,痲
mgwt0_sx189,痲
mgwt0_sx279,痲
mgwt0_sx369,痲
mgwt0_sx99,痲
mjar0_si1988,痲
mjar0_si2247,痲
mjar0_si728,痲
mjar0_sx188,痲
mjar0_sx278,痲
mjar0_sx368,痲
mjar0_sx98,痲
mjfc0_si1033,痲
mjfc0_si1663,痲
mjfc0_si2293,痲
mjfc0_sx133,痲
mjfc0_sx223,痲
mjfc0_sx313,痲
mjfc0_sx403,痲
mjsw0_si1010,痲
mjsw0_si1640,痲
mjsw0_si2270,痲
mjsw0_sx110,痲
mjsw0_sx200,痲
mjsw0_sx290,痲
mjsw0_sx380,痲
mmdb1_si1625,痲
mmdb1_si2255,痲
mmdb1_si995,痲
mmdb1_sx185,痲
mmdb1_sx275,痲
mmdb1_sx365,痲
mmdb1_sx95,痲
mmdm2_si1452,痲
mmdm2_si1555,痲
mmdm2_si2082,痲
mmdm2_sx102,痲
mmdm2_sx192,痲
mmdm2_sx282,痲
mmdm2_sx372,痲
mmjr0_si1648,痲
mmjr0_si2166,痲
mmjr0_si2278,痲
mmjr0_sx118,痲
mmjr0_sx208,痲
mmjr0_sx298,痲
mmjr0_sx388,痲
mmwh0_si1089,痲
mmwh0_si1301,痲
mmwh0_si459,痲
mmwh0_sx189,痲
mmwh0_sx279,痲
mmwh0_sx369,痲
mmwh0_sx99,痲
mpdf0_si1542,痲
mpdf0_si2172,痲
mpdf0_si912,痲
mpdf0_sx102,痲
mpdf0_sx192,痲
mpdf0_sx282,痲
mpdf0_sx372,痲
mrcs0_si1223,痲
mrcs0_si1853,痲
mrcs0_si593,痲
mrcs0_sx143,痲
mrcs0_sx233,痲
mrcs0_sx323,痲
mrcs0_sx413,痲
mrcs0_sx53,痲
mreb0_si1375,痲
mreb0_si2005,痲
mreb0_si745,痲
mreb0_sx115,痲
mreb0_sx205,痲
mreb0_sx295,痲
mreb0_sx385,痲
mrjm4_si1489,痲
mrjm4_si2119,痲
mrjm4_si859,痲
mrjm4_sx139,痲
mrjm4_sx229,痲
mrjm4_sx319,痲
mrjm4_sx409,痲
mrjm4_sx49,痲
mrjr0_si1182,痲
mrjr0_si1812,痲
mrjr0_si2313,痲
mrjr0_sx102,痲
mrjr0_sx192,痲
mrjr0_sx282,痲
mrjr0_sx372,痲
mroa0_si1307,痲
mroa0_si1970,痲
mroa0_si677,痲
mroa0_sx137,痲
mroa0_sx227,痲
mroa0_sx317,痲
mroa0_sx407,痲
mroa0_sx47,痲
mrtk0_si1093,痲
mrtk0_si1723,痲
mrtk0_si1750,痲
mrtk0_sx103,痲
mrtk0_sx193,痲
mrtk0_sx283,痲
mrtk0_sx373,痲
mrws1_si1130,痲
mrws1_si1496,痲
mrws1_si500,痲
mrws1_sx140,痲
mrws1_sx230,痲
mrws1_sx320,痲
mrws1_sx410,痲
mrws1_sx50,痲
mtaa0_si1285,痲
mtaa0_si1915,痲
mtaa0_si596,痲
mtaa0_sx115,痲
mtaa0_sx205,痲
mtaa0_sx295,痲
mtaa0_sx385,痲
mtdt0_si1994,痲
mtdt0_si2254,痲
mtdt0_si994,痲
mtdt0_sx184,痲
mtdt0_sx274,痲
mtdt0_sx364,痲
mtdt0_sx94,痲
mteb0_si1133,痲
mteb0_si2064,痲
mteb0_si503,痲
mteb0_sx143,痲
mteb0_sx233,痲
mteb0_sx323,痲
mteb0_sx413,痲
mteb0_sx53,痲
mthc0_si1015,痲
mthc0_si1645,痲
mthc0_si2275,痲
mthc0_sx115,痲
mthc0_sx205,痲
mthc0_sx295,痲
mthc0_sx385,痲
mwjg0_si1124,痲
mwjg0_si1754,痲
mwjg0_si494,痲
mwjg0_sx134,痲
mwjg0_sx224,痲
mwjg0_sx314,痲
mwjg0_sx404,痲
fdhc0_si1559,痲
fdhc0_si2189,痲
fdhc0_si929,痲
fdhc0_sx119,痲
fdhc0_sx209,痲
fdhc0_sx299,痲
fdhc0_sx389,痲
felc0_si1386,痲
felc0_si2016,痲
felc0_si756,痲
felc0_sx126,痲
felc0_sx216,痲
felc0_sx306,痲
felc0_sx396,痲
fjlm0_si1043,痲
fjlm0_si1673,痲
fjlm0_si2303,痲
fjlm0_sx143,痲
fjlm0_sx233,痲
fjlm0_sx323,痲
fjlm0_sx413,痲
fjlm0_sx53,痲
fmgd0_si1564,痲
fmgd0_si2194,痲
fmgd0_si934,痲
fmgd0_sx124,痲
fmgd0_sx214,痲
fmgd0_sx304,痲
fmgd0_sx394,痲
fmld0_si2185,痲
fmld0_si822,痲
fmld0_si925,痲
fmld0_sx115,痲
fmld0_sx205,痲
fmld0_sx295,痲
fmld0_sx385,痲
fnlp0_si1308,痲
fnlp0_si1938,痲
fnlp0_si678,痲
fnlp0_sx138,痲
fnlp0_sx228,痲
fnlp0_sx318,痲
fnlp0_sx408,痲
fnlp0_sx48,痲
fpas0_si1272,痲
fpas0_si2204,痲
fpas0_si944,痲
fpas0_sx134,痲
fpas0_sx224,痲
fpas0_sx314,痲
fpas0_sx404,痲
fpkt0_si1538,痲
fpkt0_si2168,痲
fpkt0_si908,痲
fpkt0_sx188,痲
fpkt0_sx278,痲
fpkt0_sx368,痲
fpkt0_sx98,痲
mbpm0_si1577,痲
mbpm0_si1584,痲
mbpm0_si947,痲
mbpm0_sx137,痲
mbpm0_sx227,痲
mbpm0_sx317,痲
mbpm0_sx407,痲
mbpm0_sx47,痲
mcmj0_si1094,痲
mcmj0_si464,痲
mcmj0_si602,痲
mcmj0_sx104,痲
mcmj0_sx194,痲
mcmj0_sx284,痲
mcmj0_sx374,痲
mdab0_si1039,痲
mdab0_si1669,痲
mdab0_si2299,痲
mdab0_sx139,痲
mdab0_sx229,痲
mdab0_sx319,痲
mdab0_sx409,痲
mdab0_sx49,痲
mgrt0_si1450,痲
mgrt0_si2080,痲
mgrt0_si820,痲
mgrt0_sx100,痲
mgrt0_sx190,痲
mgrt0_sx280,痲
mgrt0_sx370,痲
mjdh0_si1354,痲
mjdh0_si1984,痲
mjdh0_si724,痲
mjdh0_sx184,痲
mjdh0_sx274,痲
mjdh0_sx364,痲
mjdh0_sx94,痲
mjln0_si1449,痲
mjln0_si2079,痲
mjln0_si819,痲
mjln0_sx189,痲
mjln0_sx279,痲
mjln0_sx369,痲
mjln0_sx99,痲
mjmp0_si1535,痲
mjmp0_si1791,痲
mjmp0_si905,痲
mjmp0_sx185,痲
mjmp0_sx275,痲
mjmp0_sx365,痲
mjmp0_sx95,痲
mklt0_si1213,痲
mklt0_si1843,痲
mklt0_si583,痲
mklt0_sx133,痲
mklt0_sx223,痲
mklt0_sx313,痲
mklt0_sx403,痲
mlll0_si1363,痲
mlll0_si1993,痲
mlll0_si733,痲
mlll0_sx103,痲
mlll0_sx193,痲
mlll0_sx283,痲
mlll0_sx373,痲
mlnt0_si1574,痲
mlnt0_si1902,痲
mlnt0_si642,痲
mlnt0_sx102,痲
mlnt0_sx192,痲
mlnt0_sx282,痲
mlnt0_sx372,痲
mnjm0_si1580,痲
mnjm0_si2210,痲
mnjm0_si950,痲
mnjm0_sx140,痲
mnjm0_sx230,痲
mnjm0_sx320,痲
mnjm0_sx410,痲
mnjm0_sx50,痲
mpam0_si1189,痲
mpam0_si1819,痲
mpam0_si1961,痲
mpam0_sx109,痲
mpam0_sx199,痲
mpam0_sx289,痲
mpam0_sx379,痲
mtas1_si1473,痲
mtas1_si2098,痲
mtas1_si838,痲
mtas1_sx118,痲
mtas1_sx208,痲
mtas1_sx298,痲
mtas1_sx388,痲
mtls0_si1370,痲
mtls0_si2000,痲
mtls0_si740,痲
mtls0_sx110,痲
mtls0_sx200,痲
mtls0_sx290,痲
mtls0_sx380,痲
mwbt0_si1553,痲
mwbt0_si2183,痲
mwbt0_si923,痲
mwbt0_sx113,痲
mwbt0_sx203,痲
mwbt0_sx293,痲
mwbt0_sx383,痲
mwew0_si1361,痲
mwew0_si1991,痲
mwew0_si731,痲
mwew0_sx101,痲
mwew0_sx191,痲
mwew0_sx281,痲
mwew0_sx371,痲
